F1,Date,Year,Date Entered/Updated,Launch Time (UTC),Missile Name,Missile Type,Launch Agency/Authority,Facility Name,Facility Location,Other Name,Facility Latitude,Facility Longitude,Landing Location,Apogee,Distance Travelled,Confirmation Status,Test Outcome,Additional Information,Source(s)
39,20-Mai-13,2013,05-Jan.-17,,KN-02,SRBM,,Hodo Peninsula,"Kangwon Province, (North Korea)",,"3,940,167","1,275,369",Sea of Japan or East Sea,Unknown,Unknown,Unconfirmed,Success,This missile type is extremely unclear. It is highly possible this and the other missiles launched during this test were anti-ship missiles or MLRS missiles. Both of these are too small and lack the range to be counted in this dataset which is why these are labeled as unconfirmed. The specific location is also dubious at best. We know North Korea likes to conduct MLRS tests here and the reports label the tests as occuring on the East Coast of North Korea.,http://www.reuters.com/article/us-korea-north-missiles-idUSBRE94H04P20130519; http://www.nytimes.com/2013/05/19/world/asia/north-korea-missiles.html; http://www.nytimes.com/2013/05/20/world/asia/north-korea-again-fires-short-range-missiles.html; http://www.reuters.com/article/us-korea-north-missiles-idUSBRE94I04720130520
40,27-Feb.-14,2014,05-Jan.-17,,Scud-B,SRBM,,Kittaeryong Missile Base,"Kittae Pass, Kangwon Province, (North Korea)",Gitdaeryung,"3,899,083","1,276,236",Sea of Japan or East Sea,80 km,200 km,Confirmed,Success,"It is possible this was a Scud-C. The missiles travelled a relatively short distance however, so short that South Korea initially assumed these were a KN-02 test. They later revised their assessment of these missiles as being Scuds. The range of this test puts these missiles on par with the Scud-B, however, North Korea has not launched any of those in a long time. It is also possible North Korea purposely targetted the missile in such a way as to limit its range. The evidence and available information is not really clear.",http://www.astronautix.com/k/koreanorth.html; http://www.reuters.com/article/us-korea-north-missiles-idUSBREA1Q0U520140227; http://www.nytimes.com/2014/02/28/world/asia/north-korea-displays-another-captured-missionary.html; https://www.csis.org/analysis/north-korea%E2%80%99s-scud-missile-test; https://www.nknews.org/2014/02/north-korea-launches-four-short-range-missiles-into-east-sea/
41,27-Feb.-14,2014,05-Jan.-17,,Scud-B,SRBM,,Kittaeryong Missile Base,"Kittae Pass, Kangwon Province, (North Korea)",Gitdaeryung,"3,899,083","1,276,236",Sea of Japan or East Sea,Unknown,200 km,Confirmed,Success,"It is possible this was a Scud-C. The missiles travelled a relatively short distance however, so short that South Korea initially assumed these were a KN-02 test. They later revised their assessment of these missiles as being Scuds. The range of this test puts these missiles on par with the Scud-B, however, North Korea has not launched any of those in a long time. It is also possible North Korea purposely targetted the missile in such a way as to limit its range. The evidence and available information is not really clear.",http://www.astronautix.com/k/koreanorth.html; http://www.reuters.com/article/us-korea-north-missiles-idUSBREA1Q0U520140227; http://www.nytimes.com/2014/02/28/world/asia/north-korea-displays-another-captured-missionary.html; https://www.csis.org/analysis/north-korea%E2%80%99s-scud-missile-test; https://www.nknews.org/2014/02/north-korea-launches-four-short-range-missiles-into-east-sea/
42,27-Feb.-14,2014,05-Jan.-17,,Scud-B,SRBM,,Kittaeryong Missile Base,"Kittae Pass, Kangwon Province, (North Korea)",Gitdaeryung,"3,899,083","1,276,236",Sea of Japan or East Sea,Unknown,200 km,Confirmed,Success,"It is possible this was a Scud-C. The missiles travelled a relatively short distance however, so short that South Korea initially assumed these were a KN-02 test. They later revised their assessment of these missiles as being Scuds. The range of this test puts these missiles on par with the Scud-B, however, North Korea has not launched any of those in a long time. It is also possible North Korea purposely targetted the missile in such a way as to limit its range. The evidence and available information is not really clear.",http://www.astronautix.com/k/koreanorth.html; http://www.reuters.com/article/us-korea-north-missiles-idUSBREA1Q0U520140227; http://www.nytimes.com/2014/02/28/world/asia/north-korea-displays-another-captured-missionary.html; https://www.csis.org/analysis/north-korea%E2%80%99s-scud-missile-test; https://www.nknews.org/2014/02/north-korea-launches-four-short-range-missiles-into-east-sea/
43,27-Feb.-14,2014,05-Jan.-17,,Scud-B,SRBM,,Kittaeryong Missile Base,"Kittae Pass, Kangwon Province, (North Korea)",Gitdaeryung,"3,899,083","1,276,236",Sea of Japan or East Sea,Unknown,200 km,Confirmed,Success,"It is possible this was a Scud-C. The missiles travelled a relatively short distance however, so short that South Korea initially assumed these were a KN-02 test. They later revised their assessment of these missiles as being Scuds. The range of this test puts these missiles on par with the Scud-B, however, North Korea has not launched any of those in a long time. It is also possible North Korea purposely targetted the missile in such a way as to limit its range. The evidence and available information is not really clear.",http://www.astronautix.com/k/koreanorth.html; http://www.reuters.com/article/us-korea-north-missiles-idUSBREA1Q0U520140227; http://www.nytimes.com/2014/02/28/world/asia/north-korea-displays-another-captured-missionary.html; https://www.csis.org/analysis/north-korea%E2%80%99s-scud-missile-test; https://www.nknews.org/2014/02/north-korea-launches-four-short-range-missiles-into-east-sea/
44,3-März-14,2014,05-Jan.-17,,Scud-C,SRBM,,Wonsan Kalma International Airport,"Kangwon Province, (North Korea)",Wonsan Airbase,"391,677","1,274,817",Sea of Japan or East Sea,150 km,500 km,Confirmed,Success,,http://www.astronautix.com/g/gitdaeryung.html; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201506161152304650.pdf; http://www.upi.com/North-Korea-fires-2-more-short-range-missiles/12901393868685/; http://www.cnbc.com/2014/03/03/north-korea-fires-2-more-missiles-amid-us-drills.html; http://www.cnn.com/2014/03/02/world/asia/north-korea-missiles/; http://www.armscontrolwonk.com/archive/207549/dprk-missile-rocket-launches/; http://www.mod.go.jp/e/pressconf/2014/03/140304.html
45,3-März-14,2014,05-Jan.-17,,Scud-C,SRBM,,Wonsan Kalma International Airport,"Kangwon Province, (North Korea)",Wonsan Airbase,"391,677","1,274,817",Sea of Japan or East Sea,Unknown,500 km,Confirmed,Success,,http://www.astronautix.com/g/gitdaeryung.html; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201506161152304650.pdf; http://www.upi.com/North-Korea-fires-2-more-short-range-missiles/12901393868685/; http://www.cnbc.com/2014/03/03/north-korea-fires-2-more-missiles-amid-us-drills.html; http://www.cnn.com/2014/03/02/world/asia/north-korea-missiles/; http://www.armscontrolwonk.com/archive/207549/dprk-missile-rocket-launches/; http://www.mod.go.jp/e/pressconf/2014/03/140304.html
46,26-März-14,2014,05-Jan.-17,,Nodong,MRBM,,Sunchon Airbase,South Pyongan Province,,"39,412,594","12,589,031",Sea of Japan or East Sea,150 km,650 km,Confirmed,Success,,http://www.astronautix.com/k/koreanorth.html; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201506161152304650.pdf; https://www.armscontrol.org/factsheets/dprkchron; http://www.nytimes.com/2014/03/26/world/asia/north-korea-launches-two-midrange-missiles.html; http://www.bbc.com/news/world-asia-26743197; 
47,26-März-14,2014,05-Jan.-17,,Nodong,MRBM,,Sunchon Airbase,South Pyongan Province,,"39,412,594","12,589,031",Sea of Japan or East Sea,150 km,650 km,Confirmed,Success,,http://www.astronautix.com/k/koreanorth.html; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201506161152304650.pdf; https://www.armscontrol.org/factsheets/dprkchron; http://www.nytimes.com/2014/03/26/world/asia/north-korea-launches-two-midrange-missiles.html; http://www.bbc.com/news/world-asia-26743197; 
48,26-Juni-14,2014,05-Jan.-17,,KN-02,SRBM,,Hodo Peninsula,"Kangwon Province, (North Korea)",,"3,940,167","1,275,369",Sea of Japan or East Sea,Unknown,Unknown,Confirmed,Success,The exact location of this test is unclear.,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/
49,29-Juni-14,2014,23-Aug.-17,,Scud-C,SRBM,,Masikryong,"Kangwon Province, (North Korea)","Masikryong Ski Resort, Masik Pass","39,065,962","127,250,257",Sea of Japan or East Sea,150 km,Unknown,Confirmed,Success,"Initially placed at Wonson airport, this test actually took place slightly to the West of its originally plotted location at a ski resort just outside Wonson. The resort, which was under contruction at the time, is called the Masikryong Ski Resort. The test was approximately 23 km from the originally plotted location. This ski resort itself is an interesting choice to hold this test at. North Korea built the resort in the hopes to host a few events from the 2018 Winter Olympic Games at the resort. If North Korea does get to host a few events at the resort, Olympians will get the unique experience of snowboarding around a North Korea missile test site. It seems somewhat ironic to host a few Olympic events where a missile test, designed to intimidate neighbors, was carried out.",http://www.astronautix.com/g/gitdaeryung.html; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201506161152304650.pdf; http://nypost.com/2014/06/29/north-korea-fired-more-short-range-missiles-seoul/; http://www.reuters.com/article/us-northkorea-missiles-idUSKBN0F405H20140629; http://www.cnn.com/2014/06/28/world/asia/north-korea-missile-launch/
50,29-Juni-14,2014,23-Aug.-17,,Scud-C,SRBM,,Masikryong,"Kangwon Province, (North Korea)","Masikryong Ski Resort, Masik Pass","39,065,962","127,250,257",Sea of Japan or East Sea,150 km,Unknown,Confirmed,Success,"Initially placed at Wonson airport, this test actually took place slightly to the West of its originally plotted location at a ski resort just outside Wonson. The resort, which was under contruction at the time, is called the Masikryong Ski Resort. The test was approximately 23 km from the originally plotted location. This ski resort itself is an interesting choice to hold this test at. North Korea built the resort in the hopes to host a few events from the 2018 Winter Olympic Games at the resort. If North Korea does get to host a few events at the resort, Olympians will get the unique experience of snowboarding around a North Korea missile test site. It seems somewhat ironic to host a few Olympic events where a missile test, designed to intimidate neighbors, was carried out.",http://www.astronautix.com/g/gitdaeryung.html; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201506161152304650.pdf; http://nypost.com/2014/06/29/north-korea-fired-more-short-range-missiles-seoul/; http://www.reuters.com/article/us-northkorea-missiles-idUSKBN0F405H20140629; http://www.cnn.com/2014/06/28/world/asia/north-korea-missile-launch/
51,9-Juli-14,2014,29-Nov.-17,,Scud-C,SRBM,,Hwangju,"Hwangju,  North Hwanghae province",Unknown,"38,686,834","125,702,005",Sea of Japan or East Sea,100 km,500 km,Confirmed,Success,Launch appears to have taken place at night. Images are similar to other images taken from Hwangju,http://www.astronautix.com/k/koreanorth.html; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201506161152304650.pdf; http://www.cnn.com/2014/07/08/world/asia/north-korea-missiles/; http://www.nytimes.com/2014/07/09/world/asia/north-korea-fires-2-more-ballistic-missiles.html; http://www.mod.go.jp/e/pressconf/2014/07/140709a.html; http://web-uridongpo.com/2014/07/10/%EC%A1%B0%EC%84%A0%EC%9D%B8%EB%AF%BC%EA%B5%B0-%EC%B5%9C%EA%B3%A0%EC%82%AC%EB%A0%B9%EA%B4%80-%EA%B9%80%EC%A0%95%EC%9D%80%EB%8F%99%EC%A7%80%EA%BB%98%EC%84%9C-%EC%A1%B0%EC%84%A0%EC%9D%B8%EB%AF%BC-10/; http://korean.people.com.cn/84966/98347/15430926.html#;
52,9-Juli-14,2014,29-Nov.-17,,Scud-C,SRBM,,Hwangju,"Hwangju,  North Hwanghae province",Unknown,"38,686,834","125,702,005",Sea of Japan or East Sea,100 km,500 km,Confirmed,Success,,http://www.astronautix.com/k/koreanorth.html; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201506161152304650.pdf; http://www.cnn.com/2014/07/08/world/asia/north-korea-missiles/; http://www.nytimes.com/2014/07/09/world/asia/north-korea-fires-2-more-ballistic-missiles.html; http://www.mod.go.jp/e/pressconf/2014/07/140709a.html; http://web-uridongpo.com/2014/07/10/%EC%A1%B0%EC%84%A0%EC%9D%B8%EB%AF%BC%EA%B5%B0-%EC%B5%9C%EA%B3%A0%EC%82%AC%EB%A0%B9%EA%B4%80-%EA%B9%80%EC%A0%95%EC%9D%80%EB%8F%99%EC%A7%80%EA%BB%98%EC%84%9C-%EC%A1%B0%EC%84%A0%EC%9D%B8%EB%AF%BC-10/; http://korean.people.com.cn/84966/98347/15430926.html#;
53,13-Juli-14,2014,05-Jan.-17,,Scud-C,SRBM,,Kaesong,North Hwanghae Province,,"379,382","1,265,878",Sea of Japan or East Sea,120 km,500 km,Confirmed,Success,These tests actually took place just outside of Kaesong. A more precise location could not be established.,http://www.astronautix.com/k/koreanorth.html; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201506161152304650.pdf; http://www.cnn.com/2014/07/12/world/asia/north-korea-missiles/; http://www.usatoday.com/story/news/world/2014/07/13/north-korea-launches-missiles-in-latest-test-fire/12591371/; https://www.theguardian.com/world/2014/jul/13/north-korea-missiles-sea-military-drill; http://www.mod.go.jp/e/pressconf/2014/07/140713.html; http://www.armscontrolwonk.com/archive/207549/dprk-missile-rocket-launches/
54,13-Juli-14,2014,05-Jan.-17,,Scud-C,SRBM,,Kaesong,North Hwanghae Province,,"379,382","1,265,878",Sea of Japan or East Sea,120 km,500 km,Confirmed,Success,These tests actually took place just outside of Kaesong. A more precise location could not be established.,http://www.astronautix.com/k/koreanorth.html; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201506161152304650.pdf; http://www.cnn.com/2014/07/12/world/asia/north-korea-missiles/; http://www.usatoday.com/story/news/world/2014/07/13/north-korea-launches-missiles-in-latest-test-fire/12591371/; https://www.theguardian.com/world/2014/jul/13/north-korea-missiles-sea-military-drill; http://www.mod.go.jp/e/pressconf/2014/07/140713.html; http://www.armscontrolwonk.com/archive/207549/dprk-missile-rocket-launches/
55,26-Juli-14,2014,05-Jan.-17,,Scud-C,SRBM,,Unknown,Unknown,Unknown,Unknown,Unknown,Sea of Japan or East Sea,Unknown,500 km,Confirmed,Success,The most specific location information acquired for this test so far is that it occurred in the Southwest of the Hwanghae province in North Korea. Unfortunately nobody seems to clarify whether this was the province of North Hwanghae or South Hwanghae.,http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201506161152304650.pdf; http://www.npr.org/sections/thetwo-way/2014/07/26/335581206/north-korea-reportedly-tests-short-range-ballistic-missile; http://www.washingtontimes.com/news/2014/jul/26/north-korea-fires-short-range-missile-sea/; 
